"Evs_Au_Control_1" "Evs_Au_Control_2" "Evs_Au_Control_3" "Evs_Au_4h_1" "Evs_Au_4h_2" "Evs_Au_4h_3" "Evs_Au_24h_1" "Evs_Au_24h_2" "Evs_Au_24h_3" "Au_Cit_5min_1" "Au_Cit_5min_2" "Au_Cit_5min_3" "Au_Cit_4h_1" "Au_Cit_4h_2" "Au_Cit_4h_3" "Au_Cit_24h_1" "Au_Cit_24h_2" "Au_Cit_24h_3" "Au_Lys_5min_1" "Au_Lys_5min_2" "Au_Lys_5min_3" "Au_Lys_4h_1" "Au_Lys_4h_2" "Au_Lys_4h_3" "Au_Lys_24h_1" "Au_Lys_24h_2" "Au_Lys_24h_3" "Evs_Control_1" "Evs_Control_2" "Evs_Control_3" "Evs_4h_1" "Evs_4h_2" "Evs_4h_3" "Evs_24h_1" "Evs_24h_2" "Evs_24h_3" "Evs_Pd_Control_1" "Evs_Pd_Control_2" "Evs_Pd_Control_3" "Evs_Pd_4h_1" "Evs_Pd_4h_2" "Evs_Pd_4h_3" "Evs_Pd_24h_1" "Evs_Pd_24h_2" "Evs_Pd_24h_3" "Pd_5min_1" "Pd_5min_2" "Pd_5min_3" "Pd_4h_1" "Pd_4h_2" "Pd_4h_3" "Pd_24h_1" "Pd_24h_2" "Pd_24h_3" "Pd_24h_4" "Evs_Pt_Control_1" "Evs_Pt_Control_2" "Evs_Pt_Control_3" "Evs_Pt_4h_1" "Evs_Pt_4h_2" "Evs_Pt_4h_3" "Evs_Pt_24h_1" "Evs_Pt_24h_2" "Evs_Pt_24h_3" "Pt_5min_1" "Pt_5min_2" "Pt_5min_3" "Pt_4h_1" "Pt_4h_2" "Pt_4h_3" "Pt_24h_1" "Pt_24h_2" "Pt_24h_3"
"CATHL5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.43548942 NA 0.43548942 0.43548942 NA NA NA NA NA NA NA NA NA NA NA NA 0.29717934 NA NA NA NA NA NA NA NA NA
"AOCY" NA NA NA 0.44543982 NA NA 0.24165225 NA NA NA NA NA NA NA 0.061695576 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.30316675 NA NA 0.30316675 NA NA NA NA NA 0.24165225 NA NA 0.24165225 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.39315677 NA NA 0.37404191 NA NA NA NA NA NA NA NA NA NA NA
"MYH11" 0.037528396 NA 0.083926916 NA 0.07398939 0.12201846 0.10917485 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1694994 NA NA 0.17489755 0.1694994 0.1694994 0.17219532 0.1324004 0.10407865 NA 0.09395635 0.08642566 0.061695576 0.3001696 0.11943793 0.1614486 0.12979591 0.11943793 NA NA NA NA NA NA NA NA NA NA 0.0519619 NA NA 0.17219532 0.10407865 0.19674051 0.11173177 NA NA NA NA NA NA NA NA NA NA NA
"CFHR2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.2490547 NA 0.33659554 NA NA NA NA NA NA NA NA NA NA
"HMGCS1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11173177 NA NA NA NA NA NA NA NA NA NA NA NA 0.6218101 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"IGHV4-30-2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.36772883 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.7619761 NA NA NA NA NA NA NA NA NA NA NA NA
"POLA2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.059253693 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.08642566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"IGKV2-24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.2803419 NA 0.4689263 NA NA NA NA NA NA NA NA NA NA
"AKR1B10" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.5409727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"CPN2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.90985334 NA 0.29419577 NA NA NA NA NA NA NA NA NA NA
"IGHV3-30-3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.4514372 NA 0.914256 NA NA NA NA NA NA NA NA NA NA
"Q13835" NA NA NA NA NA NA NA 0.07398939 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.16680968 NA 0.07646525 NA NA NA NA NA 0.24451458 0.27643883 NA NA NA 1.8906798 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.6982436 NA NA NA 0.1428783 0.2705741 NA NA 0.24165225 NA NA NA NA NA NA NA NA NA
"HDAC1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.08893013 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"PReP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11173177 NA NA 0.11173177 NA NA NA NA NA NA 0.43879855 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.25892544 NA NA NA NA NA NA NA NA NA NA NA
"IGHV3-53" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.4197948 NA 0.92309177 NA NA NA NA NA NA NA NA NA NA
"TYROBP" NA NA NA NA NA NA NA NA NA NA NA NA 0.2647363 NA NA NA NA NA NA 0.2647363 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.2647363 NA
"IGHV3-73" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.89234364 NA 0.41579378 NA NA NA NA NA NA NA NA NA NA
"PON1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.1232445 NA 0.57398295 NA NA NA NA NA NA NA NA NA NA
"AMY2A" 0.18576872 0.13501084 0.11429453 NA 0.33967674 0.33967674 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.40281367 0.054386854 0.054386854 0.32129562 NA NA 0.30316675 0.2647363 NA 0.27643883 0.30316675 0.33967674 NA 0.18576872 NA 0.33967674 0.33967674 0.38356638 NA NA NA NA NA NA NA NA NA NA 0.18576872 NA NA NA 0.21898961 0.21898961 NA 0.13501084 0.13501084 NA NA NA NA NA NA NA NA NA
"P02746" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.2490547 NA 1.2908678 NA NA NA NA NA NA NA NA NA NA
"IGKV1-8" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.228435 NA 0.552387 NA NA NA NA NA NA NA NA NA NA
"PDIA6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.42889392 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITGA2" NA NA NA NA NA NA NA NA NA 0.26765192 NA NA NA NA NA 0.037528396 NA NA NA NA NA NA NA NA NA NA NA 0.05681753 NA NA NA NA NA 0.059253693 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.07646525 NA NA 0.10662377 NA NA NA NA NA NA NA NA NA NA NA
"LIPC" NA NA NA NA NA NA NA NA NA NA NA 0.23026884 NA NA NA 0.061695576 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.061695576 NA
"IGHV1-46" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.6672472 NA 0.6672472 NA NA NA NA NA NA NA NA NA NA
"IGKV2D-28" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.8113401 NA 0.7100153 NA NA NA NA NA NA NA NA NA NA
"NCOR2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.044720173 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RAB2A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.35518944 NA NA NA NA 0.35518944 NA NA NA 0.41579378 NA NA NA 1.6853445 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"PSMB4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4190575 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4190575 NA NA 0.4190575 NA NA NA NA NA NA NA NA NA NA NA
"P05154" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.7619761 NA 0.11429453 NA NA NA NA NA NA NA NA NA NA
"SeRPINA4" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.2961485 NA 0.38995266 NA NA NA NA NA NA NA NA NA NA
"IGKV2D-40" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.77010894 NA 0.6710906 NA NA NA NA NA NA NA NA NA NA
"IGLV2-11" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.3614447 NA 0.3614447 NA NA NA NA NA NA NA NA NA NA
"P35222" 0.17219532 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.10917485 NA NA NA NA NA NA 0.30316675 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11429453 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Q01469" NA NA NA NA NA NA NA 0.47910845 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.4120955 0.7864876 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.7864876 NA NA NA NA NA NA NA NA NA NA NA NA NA
"P28783" NA NA NA NA NA NA NA NA NA NA NA NA 1.3550494 NA NA 1.3550494 NA NA NA NA NA 1.285599 NA NA NA 0.30316675 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.28528666 NA NA NA NA NA NA NA NA NA NA NA NA NA
"SeRPINB1" NA NA NA 0.41579378 NA NA 0.41579378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.5417005 NA NA 0.29121923 NA NA NA NA NA NA NA NA 0.64058983 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4859357 NA NA 0.35831344 NA NA NA NA NA NA NA NA NA NA NA
"CFHR5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23310483 NA 0.16680968 NA NA NA NA NA NA NA NA NA NA
"DNM1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.083926916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"COL5A1" NA NA NA NA 0.03992021 NA 0.071519256 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.06905484 NA 0.03992021 0.11429453 NA NA NA NA 0.016248703 0.03992021 NA 0.09144032 0.08642566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.03992021 NA NA 0.04231739 NA NA NA NA NA NA NA NA NA NA NA
"IGKV1-9" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.19786 NA 0.5417005 NA NA NA NA NA NA NA NA NA NA
"IGKV2D-24" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.2803419 NA 0.4689263 NA NA NA NA NA NA NA NA NA NA
"C2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.3067472 NA 0.23594749 NA NA NA NA NA NA NA NA NA NA
"H2BC11" 0.89670587 NA NA 0.6069412 NA 0.54881656 0.6069412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.89670587 NA NA 0.89670587 NA NA 0.89670587 NA NA 1.5409727 0.54881656 NA 0.6069412 NA NA 0.6069412 0.54881656 NA NA NA NA NA NA NA NA NA NA NA 0.89670587 NA NA 0.6069412 NA 0.89670587 0.89670587 0.89670587 0.89670587 NA NA NA NA NA NA NA NA NA
"Q7Z3Y7" NA 0.21898961 NA NA NA 0.18850219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.21898961 0.24451458 0.2133888 NA NA NA NA NA 0.31522477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.20226443 NA NA 0.20226443 NA 0.20226443 NA NA NA NA NA NA NA NA NA NA NA NA
"BHMT" NA NA NA 0.31825674 NA NA 0.21898961 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.17760599 NA NA NA NA NA NA NA 0.34276497 NA NA NA NA NA NA NA NA NA NA NA 0.21898961 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.7823788 NA NA 0.55596566 NA NA NA NA NA NA NA NA NA NA NA
"CCT5" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.21618605 NA NA NA NA NA NA 0.54881656 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Q5e964" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.07646525 NA NA NA NA NA NA NA NA NA NA NA NA 0.6519618 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RBMS2" NA NA NA NA NA NA NA NA NA NA NA NA 0.10662377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"MAP3K21" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.059253693 NA 0.08143401 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RAB1A" NA NA NA NA 0.5310875 NA 0.3708818 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.5118864 NA NA 0.69433784 0.67494285 1.5118864 0.4996848 0.5310875 0.67494285 1.42661 0.5310875 NA NA 1.3988328 NA 0.3708818 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.5848932 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Q6KB66" NA NA 0.13501084 NA NA NA NA 0.25025904 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11173177 NA NA NA NA NA NA NA 0.2133888 1.0606298 NA 0.15345323 NA 1.7289777 0.15345323 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.89234364 NA NA NA NA 0.16412604 NA NA 0.13501084 NA NA NA NA NA NA NA NA NA
"AKR1C1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.06659615 0.11173177 NA NA NA NA NA NA NA NA NA NA 0.23879659 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RAB15" NA NA NA NA NA NA NA NA NA NA NA 0.39958727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.5100801 NA NA NA NA NA NA 0.39958727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"IGHV5-51" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.9512093 NA 1.9512093 NA NA NA NA NA NA NA NA NA NA
"IGKV1-39" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.3334582 NA 1.0701413 NA NA NA NA NA NA NA NA NA NA
"H2AC6" 0.8578044 0.17219532 0.3273945 NA NA NA NA 0.3273945 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.3273945 0.3273945 NA NA 0.64058983 NA NA 0.64058983 0.8578044 NA NA 0.64058983 1.2594359 0.64058983 0.5848932 NA 0.64058983 NA NA NA NA NA NA NA NA NA NA 0.64058983 0.3273945 NA 0.64058983 NA 0.64058983 NA 0.3273945 0.3273945 NA NA NA NA NA NA NA NA NA
"H2AC25" 0.8578044 0.17219532 0.3273945 NA NA 0.39958727 NA 0.3273945 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.3273945 0.3273945 NA NA 0.64058983 NA NA 0.64058983 0.8578044 NA NA 0.64058983 1.2594359 0.64058983 0.5848932 NA 0.64058983 NA NA NA NA NA NA NA NA NA NA 0.64058983 0.3273945 NA 0.64058983 NA 0.64058983 NA 0.3273945 0.3273945 NA NA NA NA NA NA NA NA NA
"P61981" NA 0.3489629 0.3489629 NA 0.3489629 0.3489629 0.30918193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.6069412 NA NA 0.43879855 0.4521116 0.59220874 0.43879855 0.47910845 NA 0.733804 0.3489629 0.3489629 0.41253757 0.6069412 0.47910845 NA 0.47910845 NA NA NA NA NA NA NA NA NA NA NA 0.41253757 NA NA 0.41253757 NA 0.32129562 0.30918193 NA NA NA NA NA NA NA NA NA NA NA
"NRP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.083926916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1271975 NA NA NA NA NA NA NA NA NA NA NA
"P4HB" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.1561122 NA NA NA NA NA NA NA NA NA NA NA 0.11429453 NA NA NA 0.16680968 NA NA NA 0.12460494 NA NA NA NA NA NA NA NA NA NA NA 0.07398939 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"P00488" NA 0.0519619 0.0519619 0.1271975 0.09144032 NA 0.1271975 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.18032062 0.0519619 0.0519619 0.19674051 0.10917485 NA 0.1271975 0.18032062 NA 0.15080035 0.0519619 NA 0.18850219 NA NA 0.08143401 NA NA NA NA NA NA NA NA NA NA NA NA 0.1271975 0.0519619 NA 0.1694994 NA 0.11173177 0.08143401 NA NA NA NA NA NA NA NA NA NA NA
"DPT" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.13501084 0.24451458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ACTR1A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.15080035 NA NA NA NA NA NA NA NA 0.20781386 NA NA NA 0.9633602 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Q9BUF5" 0.39958727 NA NA NA 0.34276497 NA 0.39958727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.43548942 NA NA 0.4962356 0.3489629 0.3489629 0.40604758 NA 0.3489629 0.46554792 0.40604758 0.47231245 NA 2.006076 0.40604758 NA NA 0.47910845 NA NA NA NA NA NA NA NA NA NA 0.3273945 NA NA NA NA 0.23026884 NA NA NA NA NA NA NA NA NA NA NA NA
"RAB7A" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.29121923 NA NA 0.29121923 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"P63000" 0.30316675 NA 0.67494285 NA 0.93196833 0.93196833 NA 0.39958727 0.4689263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.9815271 0.81970084 0.69433784 0.41579378 1.2335722 1.2335722 NA 1.0796967 1.5468302 2.013006 0.7988709 0.93196833 NA NA 0.55955243 NA 0.7139573 0.93196833 NA NA NA NA NA NA NA NA NA NA 0.93196833 0.7988709 NA 0.55955243 NA NA 0.2705741 0.39958727 0.5776112 NA NA NA NA NA NA NA NA NA
"P02748" NA NA NA NA 0.17489755 0.15080035 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.17489755 0.20503592 NA NA NA 0.17489755 0.09144032 NA NA NA 0.14551294 NA 0.18032062 NA NA NA NA NA NA NA NA NA NA 0.17489755 NA NA NA NA 0.95884466 NA 0.5170504 NA NA NA NA NA NA NA NA NA NA
"RPGRIP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.032761455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.02093947 NA NA NA NA NA NA NA NA NA NA NA
"XPNPeP1" NA NA NA NA NA NA 0.18576872 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.18576872 NA NA 0.3335215 NA NA NA NA NA NA 0.21618605 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.18032062 NA NA NA NA NA NA NA NA NA NA NA
"HAAO" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.09144032 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RRBP1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.054386854 0.19674051 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
